client_id,contact,contact_duration,number_contacts,pdays,previous_campaing_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
10192,telephone,227,2,999,0,,0,1,2022-06-23
10193,telephone,153,6,999,0,,0,1,2022-06-05
10194,telephone,122,2,999,0,,0,1,2022-06-08
10195,telephone,232,2,999,0,,0,1,2022-06-18
10196,telephone,238,2,999,0,,0,1,2022-06-07
10197,telephone,211,2,999,0,,0,1,2022-06-04
10198,telephone,111,8,999,0,,0,1,2022-06-22
10199,telephone,161,2,999,0,,0,1,2022-06-20
10200,telephone,188,4,999,0,,0,1,2022-06-07
10201,telephone,67,4,999,0,,0,1,2022-06-02
10202,telephone,361,2,999,0,,0,1,2022-06-01
10203,telephone,454,4,999,0,,0,1,2022-06-29
10204,telephone,700,2,999,0,,0,1,2022-06-24
10205,telephone,83,4,999,0,,0,1,2022-06-03
10206,telephone,247,2,999,0,,0,1,2022-06-06
10207,telephone,252,2,999,0,,0,1,2022-06-19
10208,telephone,62,2,999,0,,0,1,2022-06-01
10209,telephone,559,3,999,0,,0,1,2022-06-26
10210,telephone,190,4,999,0,,0,1,2022-06-18
10211,telephone,10,5,999,0,,0,1,2022-06-02
10212,telephone,189,2,999,0,,0,1,2022-06-26
10213,telephone,109,2,999,0,,0,1,2022-06-30
10214,telephone,148,2,999,0,,0,1,2022-06-04
10215,telephone,107,2,999,0,,0,1,2022-06-24
10216,telephone,82,4,999,0,,0,1,2022-06-15
10217,telephone,405,3,999,0,,0,1,2022-06-16
10218,telephone,103,2,999,0,,0,1,2022-06-20
10219,telephone,143,2,999,0,,0,1,2022-06-17
10220,telephone,61,3,999,0,,0,1,2022-06-03
10221,telephone,424,2,999,0,,0,1,2022-06-17
10222,telephone,140,2,999,0,,0,1,2022-06-18
10223,telephone,157,2,999,0,,0,1,2022-06-06
10224,telephone,157,29,999,0,,0,1,2022-06-01
10225,telephone,110,4,999,0,,0,1,2022-06-13
10226,telephone,69,3,999,0,,0,1,2022-06-18
10227,telephone,513,2,999,0,,1,1,2022-06-18
10228,telephone,241,3,999,0,,0,1,2022-06-06
10229,telephone,757,2,999,0,,0,1,2022-06-17
10230,telephone,68,3,999,0,,0,1,2022-06-29
10231,telephone,171,2,999,0,,0,1,2022-06-18
10232,telephone,182,3,999,0,,0,1,2022-06-25
10233,telephone,270,15,999,0,,0,1,2022-06-10
10234,telephone,172,6,999,0,,0,1,2022-06-20
10235,telephone,177,5,999,0,,0,1,2022-06-04
10236,telephone,119,2,999,0,,0,1,2022-06-24
10237,telephone,75,3,999,0,,0,1,2022-06-25
10238,telephone,192,4,999,0,,0,1,2022-06-05
10239,telephone,686,11,999,0,,1,1,2022-06-26
10240,telephone,104,4,999,0,,0,1,2022-06-17
10241,telephone,325,3,999,0,,0,1,2022-06-11
10242,telephone,33,21,999,0,,0,1,2022-06-08
10243,telephone,144,4,999,0,,0,1,2022-06-22
10244,telephone,57,8,999,0,,0,1,2022-06-30
10245,telephone,184,3,999,0,,0,1,2022-06-19
10246,telephone,109,3,999,0,,0,1,2022-06-21
10247,telephone,741,4,999,0,,1,1,2022-06-16
10248,telephone,349,2,999,0,,0,1,2022-06-22
10249,telephone,100,3,999,0,,0,1,2022-06-29
10250,telephone,87,3,999,0,,0,1,2022-06-11
10251,telephone,95,8,999,0,,0,1,2022-06-11
10252,telephone,114,5,999,0,,0,1,2022-06-11
10253,telephone,109,2,999,0,,0,1,2022-06-05
10254,telephone,1323,9,999,0,,1,1,2022-06-28
10255,telephone,186,6,999,0,,0,1,2022-06-18
10256,telephone,187,3,999,0,,0,1,2022-06-30
10257,telephone,580,3,999,0,,0,1,2022-06-11
10258,telephone,81,5,999,0,,0,1,2022-06-15
10259,telephone,253,2,999,0,,0,1,2022-06-04
10260,telephone,75,3,999,0,,0,1,2022-06-25
10261,telephone,144,2,999,0,,0,1,2022-06-26
10262,telephone,276,3,999,0,,0,1,2022-06-05
10263,telephone,93,2,999,0,,0,1,2022-06-29
10264,telephone,106,10,999,0,,0,1,2022-06-21
10265,telephone,90,2,999,0,,0,1,2022-06-11
10266,telephone,78,5,999,0,,0,1,2022-06-21
10267,telephone,55,2,999,0,,0,1,2022-06-26
10268,telephone,204,4,999,0,,0,1,2022-06-15
10269,telephone,408,2,999,0,,0,1,2022-06-07
10270,telephone,147,2,999,0,,0,1,2022-06-16
10271,telephone,287,2,999,0,,0,1,2022-06-06
10272,telephone,84,3,999,0,,0,1,2022-06-19
10273,telephone,119,3,999,0,,0,1,2022-06-10
10274,telephone,133,2,999,0,,0,1,2022-06-28
10275,telephone,195,2,999,0,,0,1,2022-06-03
10276,telephone,108,2,999,0,,0,1,2022-06-15
10277,telephone,92,6,999,0,,0,1,2022-06-26
10278,telephone,264,4,999,0,,0,1,2022-06-13
10279,telephone,123,2,999,0,,0,1,2022-06-15
10280,telephone,73,4,999,0,,0,1,2022-06-15
10281,telephone,146,3,999,0,,0,1,2022-06-11
10282,telephone,206,1,999,0,,0,1,2022-06-25
10283,telephone,100,17,999,0,,0,1,2022-06-20
10284,telephone,452,1,999,0,,0,1,2022-06-03
10285,telephone,163,1,999,0,,0,1,2022-06-20
10286,telephone,69,2,999,0,,0,1,2022-06-06
10287,telephone,35,6,999,0,,0,1,2022-06-11
10288,telephone,215,3,999,0,,0,1,2022-06-26
10289,telephone,96,8,999,0,,0,1,2022-06-16
10290,telephone,119,1,999,0,,0,1,2022-06-24
10291,telephone,265,3,999,0,,0,1,2022-06-14
10292,telephone,60,2,999,0,,0,1,2022-06-09
10293,telephone,179,2,999,0,,0,1,2022-06-27
10294,telephone,162,6,999,0,,0,1,2022-06-09
10295,telephone,227,1,999,0,,0,1,2022-06-12
10296,telephone,41,1,999,0,,0,1,2022-06-22
10297,telephone,1093,1,999,0,,1,1,2022-06-23
10298,telephone,270,1,999,0,,0,1,2022-06-19
10299,telephone,1395,2,999,0,,1,1,2022-06-09
10300,telephone,178,4,999,0,,0,1,2022-06-04
10301,telephone,223,2,999,0,,0,1,2022-06-16
10302,telephone,35,3,999,0,,0,1,2022-06-20
10303,telephone,210,2,999,0,,0,1,2022-06-11
10304,telephone,193,2,999,0,,0,1,2022-06-02
10305,telephone,822,1,999,0,,0,1,2022-06-02
10306,telephone,163,4,999,0,,0,1,2022-06-21
10307,telephone,339,2,999,0,,0,1,2022-06-18
10308,telephone,140,1,999,0,,0,1,2022-06-03
10309,telephone,71,1,999,0,,0,1,2022-06-20
10310,telephone,1238,2,999,0,,0,1,2022-06-18
10311,telephone,32,2,999,0,,0,1,2022-06-17
10312,telephone,116,1,999,0,,0,1,2022-06-24
10313,telephone,64,1,999,0,,0,1,2022-06-20
10314,telephone,77,1,999,0,,0,1,2022-06-20
10315,telephone,73,3,999,0,,0,1,2022-06-11
10316,telephone,42,3,999,0,,0,1,2022-06-15
10317,telephone,24,5,999,0,,0,1,2022-06-11
10318,telephone,25,1,999,0,,0,1,2022-06-04
10319,telephone,147,1,999,0,,0,1,2022-06-12
10320,telephone,145,1,999,0,,0,1,2022-06-14
10321,telephone,80,4,999,0,,0,1,2022-06-25
10322,telephone,35,1,999,0,,0,1,2022-06-18
10323,telephone,141,1,999,0,,0,1,2022-06-15
10324,telephone,263,8,999,0,,0,1,2022-06-22
10325,telephone,123,1,999,0,,0,1,2022-06-22
10326,telephone,208,1,999,0,,0,1,2022-06-07
10327,telephone,100,1,999,0,,0,1,2022-06-19
10328,telephone,91,1,999,0,,0,1,2022-06-20
10329,telephone,1298,2,999,0,,0,1,2022-06-26
10330,telephone,644,1,999,0,,0,1,2022-06-14
10331,telephone,289,1,999,0,,0,1,2022-06-03
10332,telephone,1089,1,999,0,,1,1,2022-06-19
10333,telephone,124,2,999,0,,0,1,2022-06-30
10334,telephone,157,2,999,0,,0,1,2022-06-09
10335,telephone,226,4,999,0,,0,1,2022-06-13
10336,telephone,136,8,999,0,,0,1,2022-06-27
10337,telephone,541,19,999,0,,0,1,2022-06-10
10338,telephone,242,6,999,0,,0,1,2022-06-16
10339,telephone,50,3,999,0,,0,1,2022-06-30
10340,telephone,73,2,999,0,,0,1,2022-06-12
10341,telephone,250,2,999,0,,0,1,2022-06-06
10342,telephone,181,2,999,0,,0,1,2022-06-18
10343,telephone,32,3,999,0,,0,1,2022-06-05
10344,telephone,235,2,999,0,,0,1,2022-06-21
10345,telephone,121,5,999,0,,0,1,2022-06-22
10346,telephone,215,3,999,0,,0,1,2022-06-30
10347,telephone,320,2,999,0,,0,1,2022-06-22
10348,telephone,382,3,999,0,,0,1,2022-06-16
10349,telephone,244,1,999,0,,0,1,2022-06-16
10350,telephone,286,1,999,0,,0,1,2022-06-07
10351,telephone,1021,1,999,0,,0,1,2022-06-01
10352,telephone,167,2,999,0,,0,1,2022-06-21
10353,telephone,1248,3,999,0,,1,1,2022-06-26
10354,telephone,179,25,999,0,,0,1,2022-06-26
10355,telephone,203,2,999,0,,0,1,2022-06-26
10356,telephone,273,5,999,0,,0,1,2022-06-10
10357,telephone,209,12,999,0,,0,1,2022-06-30
10358,telephone,39,1,999,0,,0,1,2022-06-17
10359,telephone,162,1,999,0,,0,1,2022-06-07
10360,telephone,418,1,999,0,,0,1,2022-06-02
10361,telephone,348,1,999,0,,0,1,2022-06-28
10362,telephone,135,1,999,0,,0,1,2022-06-17
10363,telephone,131,2,999,0,,0,1,2022-06-11
10364,telephone,401,2,999,0,,0,1,2022-06-25
10365,telephone,332,2,999,0,,0,1,2022-06-30
10366,telephone,78,1,999,0,,0,1,2022-06-10
10367,telephone,394,2,999,0,,0,1,2022-06-27
10368,telephone,287,1,999,0,,0,1,2022-06-25
10369,telephone,266,1,999,0,,0,1,2022-06-22
10370,telephone,153,1,999,0,,0,1,2022-06-19
10371,telephone,500,1,999,0,,0,1,2022-06-20
10372,telephone,298,6,999,0,,0,1,2022-06-07
10373,telephone,101,1,999,0,,0,1,2022-06-05
10374,telephone,13,1,999,0,,0,1,2022-06-20
10375,telephone,66,1,999,0,,0,1,2022-06-29
10376,telephone,62,1,999,0,,0,1,2022-06-16
10377,telephone,73,1,999,0,,0,1,2022-06-30
10378,telephone,50,1,999,0,,0,1,2022-06-15
10379,telephone,57,1,999,0,,0,1,2022-06-17
10380,telephone,193,1,999,0,,0,1,2022-06-15
10381,telephone,599,3,999,0,,0,1,2022-06-18
10382,telephone,92,2,999,0,,0,1,2022-06-14
10383,telephone,52,3,999,0,,0,1,2022-06-25
10384,telephone,92,3,999,0,,0,1,2022-06-04
10385,telephone,294,3,999,0,,0,1,2022-06-18
10386,telephone,99,1,999,0,,0,1,2022-06-30
10387,telephone,76,3,999,0,,0,1,2022-06-29
10388,telephone,27,3,999,0,,0,1,2022-06-17
10389,telephone,41,1,999,0,,0,1,2022-06-23
10390,telephone,191,1,999,0,,0,1,2022-06-08
10391,telephone,523,1,999,0,,0,1,2022-06-21
10392,telephone,358,1,999,0,,0,1,2022-06-07
10393,telephone,254,1,999,0,,0,1,2022-06-29
10394,telephone,46,1,999,0,,0,1,2022-06-10
10395,telephone,112,4,999,0,,0,1,2022-06-22
10396,telephone,51,1,999,0,,0,1,2022-06-03
10397,telephone,359,1,999,0,,0,1,2022-06-06
10398,telephone,88,1,999,0,,0,1,2022-06-13
10399,telephone,342,1,999,0,,0,1,2022-06-01
10400,telephone,78,1,999,0,,0,1,2022-06-25
10401,telephone,76,3,999,0,,0,1,2022-06-07
10402,telephone,721,3,999,0,,1,1,2022-06-05
10403,telephone,420,4,999,0,,0,1,2022-06-15
10404,telephone,163,1,999,0,,0,1,2022-06-25
10405,telephone,41,3,999,0,,0,1,2022-06-05
10406,telephone,442,3,999,0,,0,1,2022-06-15
10407,telephone,41,3,999,0,,0,1,2022-06-19
10408,telephone,535,2,999,0,,0,1,2022-06-23
10409,telephone,155,4,999,0,,0,1,2022-06-14
10410,telephone,178,7,999,0,,0,1,2022-06-27
10411,telephone,36,1,999,0,,0,1,2022-06-04
10412,telephone,20,21,999,0,,0,1,2022-06-18
10413,telephone,15,15,999,0,,0,1,2022-06-23
10414,telephone,170,6,999,0,,0,1,2022-06-04
10415,telephone,87,3,999,0,,0,1,2022-06-24
10416,telephone,298,4,999,0,,0,1,2022-06-10
10417,telephone,244,3,999,0,,0,1,2022-06-23
10418,telephone,750,2,999,0,,1,1,2022-06-18
10419,telephone,169,1,999,0,,0,1,2022-06-03
10420,telephone,139,3,999,0,,0,1,2022-06-29
10421,telephone,14,14,999,0,,0,1,2022-06-29
10422,telephone,81,4,999,0,,0,1,2022-06-01
10423,telephone,220,1,999,0,,0,1,2022-06-02
10424,telephone,162,3,999,0,,0,1,2022-06-18
10425,telephone,53,1,999,0,,0,1,2022-06-07
10426,telephone,131,1,999,0,,0,1,2022-06-18
10427,telephone,18,30,999,0,,0,1,2022-06-06
10428,telephone,607,2,999,0,,0,1,2022-06-10
10429,telephone,111,3,999,0,,0,1,2022-06-18
10430,telephone,216,3,999,0,,0,1,2022-06-17
10431,telephone,102,35,999,0,,0,1,2022-06-13
10432,telephone,431,1,999,0,,0,1,2022-06-28
10433,telephone,19,21,999,0,,0,1,2022-06-15
10434,telephone,394,3,999,0,,0,1,2022-06-17
10435,telephone,301,6,999,0,,0,1,2022-06-26
10436,telephone,71,4,999,0,,0,1,2022-06-03
10437,telephone,341,3,999,0,,0,1,2022-06-11
10438,telephone,54,1,999,0,,0,1,2022-06-26
10439,telephone,406,2,999,0,,0,1,2022-06-14
10440,telephone,226,2,999,0,,0,1,2022-06-27
10441,telephone,168,1,999,0,,0,1,2022-06-21
10442,telephone,221,1,999,0,,0,1,2022-06-10
10443,telephone,703,1,999,0,,0,1,2022-06-27
10444,telephone,119,2,999,0,,0,1,2022-06-03
10445,telephone,126,3,999,0,,0,1,2022-06-19
10446,telephone,314,3,999,0,,0,1,2022-06-03
10447,telephone,182,2,999,0,,0,1,2022-06-04
10448,telephone,353,2,999,0,,0,1,2022-06-06
10449,telephone,362,3,999,0,,0,1,2022-06-05
10450,telephone,75,7,999,0,,0,1,2022-06-21
10451,telephone,142,2,999,0,,0,1,2022-06-01
10452,telephone,146,3,999,0,,0,1,2022-06-24
10453,telephone,345,4,999,0,,0,1,2022-06-27
10454,telephone,103,3,999,0,,0,1,2022-06-07
10455,telephone,17,25,999,0,,0,1,2022-06-19
10456,telephone,2769,4,999,0,,1,1,2022-06-23
10457,telephone,26,18,999,0,,0,1,2022-06-20
10458,telephone,141,6,999,0,,0,1,2022-06-17
10459,telephone,14,20,999,0,,0,1,2022-06-09
10460,telephone,1009,5,999,0,,0,1,2022-06-28
10461,telephone,440,3,999,0,,0,1,2022-06-04
10462,telephone,323,2,999,0,,0,1,2022-06-16
10463,telephone,80,3,999,0,,0,1,2022-06-24
10464,telephone,154,3,999,0,,0,1,2022-06-12
10465,telephone,97,6,999,0,,0,1,2022-06-24
10466,telephone,368,12,999,0,,0,1,2022-06-10
10467,telephone,303,5,999,0,,0,1,2022-06-29
10468,telephone,375,2,999,0,,0,1,2022-06-19
10469,telephone,77,5,999,0,,0,1,2022-06-17
10470,telephone,295,2,999,0,,0,1,2022-06-13
10471,telephone,335,3,999,0,,0,1,2022-06-13
10472,telephone,69,4,999,0,,0,1,2022-06-18
10473,telephone,143,2,999,0,,0,1,2022-06-21
10474,telephone,153,4,999,0,,0,1,2022-06-27
10475,telephone,83,2,999,0,,0,1,2022-06-05
10476,telephone,214,8,999,0,,0,1,2022-06-19
10477,telephone,118,3,999,0,,0,1,2022-06-16
10478,telephone,638,16,999,0,,0,1,2022-06-17
10479,telephone,78,10,999,0,,0,1,2022-06-03
10480,telephone,222,3,999,0,,0,1,2022-06-01
10481,telephone,78,5,999,0,,0,1,2022-06-09
10482,telephone,260,4,999,0,,0,1,2022-06-12
10483,telephone,150,3,999,0,,0,1,2022-06-03
10484,telephone,49,2,999,0,,0,1,2022-06-29
10485,telephone,62,4,999,0,,0,1,2022-06-10
10486,telephone,100,8,999,0,,0,1,2022-06-14
10487,telephone,138,3,999,0,,0,1,2022-06-14
10488,telephone,329,13,999,0,,0,1,2022-06-03
10489,telephone,338,7,999,0,,0,1,2022-06-26
10490,telephone,331,4,999,0,,0,1,2022-06-03
10491,telephone,131,2,999,0,,0,1,2022-06-29
10492,telephone,319,8,999,0,,0,1,2022-06-09
10493,telephone,315,2,999,0,,0,1,2022-06-06
10494,telephone,37,6,999,0,,0,1,2022-06-17
10495,telephone,45,2,999,0,,0,1,2022-06-26
10496,telephone,33,2,999,0,,0,1,2022-06-04
10497,telephone,117,3,999,0,,0,1,2022-06-10
10498,telephone,170,2,999,0,,0,1,2022-06-23
10499,telephone,104,2,999,0,,0,1,2022-06-27
10500,telephone,287,4,999,0,,0,1,2022-06-28
10501,telephone,43,1,999,0,,0,1,2022-06-10
10502,telephone,345,2,999,0,,0,1,2022-06-25
10503,telephone,168,1,999,0,,0,1,2022-06-27
10504,telephone,110,1,999,0,,0,1,2022-06-20
10505,telephone,193,1,999,0,,0,1,2022-06-16
10506,telephone,187,1,999,0,,0,1,2022-06-24
10507,telephone,198,1,999,0,,0,1,2022-06-23
10508,telephone,256,1,999,0,,0,1,2022-06-04
10509,telephone,145,1,999,0,,0,1,2022-06-03
10510,telephone,78,1,999,0,,0,1,2022-06-17
10511,telephone,285,1,999,0,,0,1,2022-06-05
10512,telephone,160,3,999,0,,0,1,2022-06-02
10513,telephone,442,1,999,0,,0,1,2022-06-10
10514,telephone,183,1,999,0,,0,1,2022-06-27
10515,telephone,166,1,999,0,,0,1,2022-06-27
10516,telephone,83,1,999,0,,0,1,2022-06-12
10517,telephone,128,1,999,0,,0,1,2022-06-05
10518,telephone,57,1,999,0,,0,1,2022-06-20
10519,telephone,173,1,999,0,,0,1,2022-06-02
10520,telephone,145,1,999,0,,0,1,2022-06-01
10521,telephone,116,1,999,0,,0,1,2022-06-04
10522,telephone,126,1,999,0,,0,1,2022-06-12
10523,telephone,83,1,999,0,,0,1,2022-06-15
10524,telephone,196,4,999,0,,0,1,2022-06-07
10525,telephone,68,1,999,0,,0,1,2022-06-27
10526,telephone,75,1,999,0,,0,1,2022-06-15
10527,telephone,123,1,999,0,,0,1,2022-06-14
10528,telephone,138,1,999,0,,0,1,2022-06-21
10529,telephone,98,4,999,0,,0,1,2022-06-05
10530,telephone,355,2,999,0,,0,1,2022-06-10
10531,telephone,115,1,999,0,,0,1,2022-06-20
10532,telephone,147,1,999,0,,0,1,2022-06-27
10533,telephone,133,1,999,0,,0,1,2022-06-04
10534,telephone,134,1,999,0,,0,1,2022-06-18
10535,telephone,60,3,999,0,,0,1,2022-06-04
10536,telephone,147,2,999,0,,0,1,2022-06-26
10537,telephone,296,1,999,0,,0,1,2022-06-05
10538,telephone,70,8,999,0,,0,1,2022-06-25
10539,telephone,527,1,999,0,,0,1,2022-06-09
10540,telephone,156,2,999,0,,0,1,2022-06-16
10541,telephone,187,1,999,0,,0,1,2022-06-08
10542,telephone,269,1,999,0,,0,1,2022-06-20
10543,telephone,306,1,999,0,,0,1,2022-06-11
10544,telephone,556,1,999,0,,1,1,2022-06-17
10545,telephone,71,1,999,0,,0,1,2022-06-18
10546,telephone,483,1,999,0,,0,1,2022-06-15
10547,telephone,382,5,999,0,,0,1,2022-06-26
10548,telephone,881,1,999,0,,0,1,2022-06-24
10549,telephone,404,1,999,0,,0,1,2022-06-22
10550,telephone,218,1,999,0,,0,1,2022-06-12
10551,telephone,121,1,999,0,,0,1,2022-06-01
10552,telephone,98,1,999,0,,0,1,2022-06-17
10553,telephone,243,1,999,0,,0,1,2022-06-02
10554,telephone,181,1,999,0,,0,1,2022-06-11
10555,telephone,99,1,999,0,,0,1,2022-06-18
10556,telephone,139,3,999,0,,0,1,2022-06-01
10557,telephone,71,1,999,0,,0,1,2022-06-09
10558,telephone,214,3,999,0,,0,1,2022-06-18
10559,telephone,198,1,999,0,,0,1,2022-06-20
10560,telephone,132,2,999,0,,0,1,2022-06-24
10561,telephone,129,1,999,0,,0,1,2022-06-20
10562,telephone,491,1,999,0,,0,1,2022-06-08
10563,telephone,135,1,999,0,,0,1,2022-06-27
10564,telephone,72,1,999,0,,0,1,2022-06-25
10565,telephone,285,1,999,0,,0,1,2022-06-20
10566,telephone,255,1,999,0,,0,1,2022-06-20
10567,telephone,72,1,999,0,,0,1,2022-06-17
10568,telephone,241,1,999,0,,0,1,2022-06-23
10569,telephone,705,1,999,0,,0,1,2022-06-16
10570,telephone,134,1,999,0,,0,1,2022-06-13
10571,telephone,483,1,999,0,,0,1,2022-06-09
10572,telephone,423,1,999,0,,0,1,2022-06-01
10573,telephone,43,9,999,0,,0,1,2022-06-23
10574,telephone,23,3,999,0,,0,1,2022-06-11
10575,telephone,48,2,999,0,,0,1,2022-06-08
10576,telephone,254,1,999,0,,0,1,2022-06-14
10577,telephone,34,11,999,0,,0,1,2022-06-07
10578,telephone,388,9,999,0,,0,1,2022-06-30
10579,telephone,107,4,999,0,,0,1,2022-06-01
10580,telephone,135,1,999,0,,0,1,2022-06-23
10581,telephone,61,1,999,0,,0,1,2022-06-06
10582,telephone,157,5,999,0,,0,1,2022-06-12
10583,telephone,82,2,999,0,,0,1,2022-06-15
10584,telephone,105,1,999,0,,0,1,2022-06-14
10585,telephone,98,1,999,0,,0,1,2022-06-25
10586,telephone,189,1,999,0,,0,1,2022-06-26
10587,telephone,652,2,999,0,,0,1,2022-06-28
10588,telephone,206,1,999,0,,0,1,2022-06-10
10589,telephone,174,1,999,0,,0,1,2022-06-11
10590,telephone,30,3,999,0,,0,1,2022-06-03
10591,telephone,68,1,999,0,,0,1,2022-06-22
10592,telephone,174,2,999,0,,0,1,2022-06-01
10593,telephone,150,2,999,0,,0,1,2022-06-01
10594,telephone,123,1,999,0,,0,1,2022-06-14
10595,telephone,64,1,999,0,,0,1,2022-06-30
10596,telephone,91,2,999,0,,0,1,2022-06-27
10597,telephone,77,1,999,0,,0,1,2022-06-24
10598,telephone,78,1,999,0,,0,1,2022-06-04
10599,telephone,79,31,999,0,,0,1,2022-06-25
10600,telephone,85,1,999,0,,0,1,2022-06-17
10601,telephone,139,1,999,0,,0,1,2022-06-21
10602,telephone,89,1,999,0,,0,1,2022-06-24
10603,telephone,168,2,999,0,,0,1,2022-06-13
10604,telephone,436,5,999,0,,0,1,2022-06-12
10605,telephone,88,2,999,0,,0,1,2022-06-23
10606,telephone,43,6,999,0,,0,1,2022-06-01
10607,telephone,156,4,999,0,,0,1,2022-06-09
10608,telephone,171,1,999,0,,0,1,2022-06-16
10609,telephone,157,1,999,0,,0,1,2022-06-30
10610,telephone,130,1,999,0,,0,1,2022-06-02
10611,telephone,50,2,999,0,,0,1,2022-06-30
10612,telephone,49,1,999,0,,0,1,2022-06-11
10613,telephone,120,1,999,0,,0,1,2022-06-04
10614,telephone,259,3,999,0,,0,1,2022-06-06
10615,telephone,79,1,999,0,,0,1,2022-06-04
10616,telephone,321,1,999,0,,0,1,2022-06-07
10617,telephone,192,1,999,0,,0,1,2022-06-09
10618,telephone,128,1,999,0,,0,1,2022-06-02
10619,telephone,108,1,999,0,,0,1,2022-06-25
10620,telephone,187,2,999,0,,0,1,2022-06-25
10621,telephone,164,4,999,0,,0,1,2022-06-12
10622,telephone,67,1,999,0,,0,1,2022-06-09
10623,telephone,445,2,999,0,,0,1,2022-06-27
10624,telephone,41,1,999,0,,0,1,2022-06-07
10625,telephone,344,2,999,0,,0,1,2022-06-06
10626,telephone,167,1,999,0,,0,1,2022-06-19
10627,telephone,605,5,999,0,,0,1,2022-06-08
10628,telephone,226,1,999,0,,0,1,2022-06-15
10629,telephone,179,2,999,0,,0,1,2022-06-05
10630,telephone,353,1,999,0,,0,1,2022-06-17
10631,telephone,34,2,999,0,,0,1,2022-06-22
10632,telephone,161,1,999,0,,0,1,2022-06-20
10633,telephone,77,5,999,0,,0,1,2022-06-12
10634,telephone,346,2,999,0,,0,1,2022-06-07
10635,telephone,781,1,999,0,,1,1,2022-06-02
10636,telephone,81,2,999,0,,0,1,2022-06-07
10637,telephone,269,1,999,0,,0,1,2022-06-01
10638,telephone,31,1,999,0,,0,1,2022-06-01
10639,telephone,367,1,999,0,,0,1,2022-06-28
10640,telephone,229,1,999,0,,0,1,2022-06-18
10641,telephone,479,1,999,0,,0,1,2022-06-09
10642,telephone,24,1,999,0,,0,1,2022-06-27
10643,telephone,16,3,999,0,,0,1,2022-06-02
10644,telephone,88,2,999,0,,0,1,2022-06-07
10645,telephone,714,2,999,0,,0,1,2022-06-29
10646,telephone,205,1,999,0,,0,1,2022-06-29
10647,telephone,291,1,999,0,,0,1,2022-06-19
10648,telephone,986,1,999,0,,0,1,2022-06-20
10649,telephone,279,1,999,0,,0,1,2022-06-21
10650,telephone,166,2,999,0,,0,1,2022-06-08
10651,telephone,92,1,999,0,,0,1,2022-06-07
10652,telephone,254,1,999,0,,0,1,2022-06-12
10653,telephone,236,2,999,0,,0,1,2022-06-12
10654,telephone,19,4,999,0,,0,1,2022-06-29
10655,telephone,93,2,999,0,,0,1,2022-06-20
10656,telephone,200,4,999,0,,0,1,2022-06-18
10657,telephone,176,3,999,0,,0,1,2022-06-15
10658,telephone,1162,2,999,0,,0,1,2022-06-19
10659,telephone,1848,1,999,0,,1,1,2022-06-15
10660,telephone,74,6,999,0,,0,1,2022-06-19
10661,telephone,490,4,999,0,,1,1,2022-06-12
10662,telephone,291,2,999,0,,0,1,2022-06-15
10663,telephone,1051,3,999,0,,1,1,2022-06-30
10664,telephone,614,4,999,0,,0,1,2022-06-06
10665,telephone,437,2,999,0,,0,1,2022-06-15
10666,telephone,1199,2,999,0,,0,1,2022-06-11
10667,telephone,209,3,999,0,,0,1,2022-06-13
10668,telephone,115,2,999,0,,0,1,2022-06-06
10669,telephone,292,3,999,0,,0,1,2022-06-21
10670,telephone,370,2,999,0,,0,1,2022-06-09
10671,telephone,412,7,999,0,,0,1,2022-06-17
10672,telephone,108,6,999,0,,0,1,2022-06-17
10673,telephone,495,2,999,0,,0,1,2022-06-25
10674,telephone,247,5,999,0,,0,1,2022-06-08
10675,telephone,57,2,999,0,,0,1,2022-06-16
10676,telephone,1345,3,999,0,,1,1,2022-06-27
10677,telephone,107,4,999,0,,0,1,2022-06-14
10678,telephone,171,4,999,0,,0,1,2022-06-01
10679,telephone,66,4,999,0,,0,1,2022-06-27
10680,telephone,447,3,999,0,,0,1,2022-06-12
10681,telephone,167,2,999,0,,0,1,2022-06-16
10682,telephone,668,8,999,0,,0,1,2022-06-27
10683,telephone,204,2,999,0,,0,1,2022-06-02
10684,telephone,256,9,999,0,,0,1,2022-06-04
10685,telephone,676,2,999,0,,1,1,2022-06-02
10686,telephone,170,2,999,0,,0,1,2022-06-25
10687,telephone,63,2,999,0,,0,1,2022-06-26
10688,telephone,168,2,999,0,,0,1,2022-06-11
10689,telephone,133,2,999,0,,0,1,2022-06-11
10690,telephone,153,3,999,0,,0,1,2022-06-17
10691,telephone,118,3,999,0,,0,1,2022-06-06
10692,telephone,117,3,999,0,,0,1,2022-06-24
10693,telephone,572,2,999,0,,0,1,2022-06-30
10694,telephone,681,2,999,0,,0,1,2022-06-02
10695,telephone,59,6,999,0,,0,1,2022-06-13
10696,telephone,42,4,999,0,,0,1,2022-06-07
10697,telephone,408,2,999,0,,0,1,2022-06-01
10698,telephone,127,2,999,0,,0,1,2022-06-26
10699,telephone,314,2,999,0,,0,1,2022-06-26
10700,telephone,277,2,999,0,,0,1,2022-06-14
10701,telephone,140,2,999,0,,0,1,2022-06-06
10702,telephone,424,2,999,0,,0,1,2022-06-18
10703,telephone,159,3,999,0,,0,1,2022-06-22
10704,telephone,775,3,999,0,,1,1,2022-06-01
10705,telephone,187,7,999,0,,0,1,2022-06-25
10706,telephone,102,3,999,0,,0,1,2022-06-06
